family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_483_length_851_cov_4.686047,851,94,97.1,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,6.71E-06,peridomesticated,6.71,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_801_length_618_cov_1.975970,618,22,89.4,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.57E-06,peridomesticated,1.57,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_846_length_598_cov_14.115163,598,127,96.2,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,9.06E-06,peridomesticated,9.06,46,59,105,Other
Picobirnaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1103_length_528_cov_20.523282,528,173,79.9,Porcine picobirnavirus,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.23E-05,peridomesticated,12.3,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_150_length_1654_cov_571.039315,1654,19827,91.3,Porcine stool-associated circular virus/BEL/15V010,Tissue,Rodent,Ondo,14395086,14013431,21548754,0.001414857,peridomesticated,1414.857,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_227_length_1319_cov_371.844605,1319,10409,90.6,Porcine stool-associated circular virus/BEL/15V010,Tissue,Rodent,Ondo,14395086,14013431,21548754,0.000742787,peridomesticated,742.787,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_516_length_812_cov_1.775510,812,33,99.6,Porcine stool-associated circular virus/BEL/15V010,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.35E-06,peridomesticated,2.35,46,59,105,Other
Circoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_516_length_812_cov_1.775510,812,33,99.6,Porcine stool-associated circular virus/BEL/15V010,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.35E-06,peridomesticated,2.35,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_853_length_596_cov_1.167630,596,16,94.6,Posavirus 1,Tissue,Rodent,Ondo,14395086,14013431,21548754,1.14E-06,peridomesticated,1.14,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_985_length_556_cov_1.317328,556,12,85.3,Posavirus 1,Tissue,Rodent,Ondo,14395086,14013431,21548754,8.56E-07,peridomesticated,0.856,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1071_length_535_cov_1.069869,535,13,98.8,Posavirus 1,Tissue,Rodent,Ondo,14395086,14013431,21548754,9.28E-07,peridomesticated,0.928,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_66_length_707_cov_2.320635,707,31,94.9,Rat cytomegalovirus ALL-03,Tissue,Rodent,Ondo,333384,311485,47532220,9.95E-05,peridomesticated,99.5,46,59,105,Other
Orthoherpesviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_224_length_556_cov_3.753653,556,35,91,Rat cytomegalovirus ALL-03,Tissue,Rodent,Ondo,333384,311485,47532220,0.000112365,peridomesticated,112.365,46,59,105,Other
Parvoviridae,AIAMAR011_LIV_S31_663039,AIAMAR011_LIV_S31_663039_NODE_1279_length_585_cov_3.009843,585,28,75.6,Rat parvovirus 2,Tissue,Rodent,Ebonyi,4566764,4455253,29960780,6.28E-06,peridomesticated,6.28,46,59,105,Other
Picornaviridae,SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_10_length_3585_cov_3.947834,3585,270,60.7,Riboviria sp.,Tissue,Rodent,Ondo,3089774,2958542,33812158,9.13E-05,peridomesticated,91.3,46,59,105,Other
Picornaviridae,SEZONOWIFRR037_LIV_S77_666399,SEZONOWIFRR037_LIV_S77_666399_NODE_82_length_1758_cov_6.885782,1758,223,66.1,Riboviria sp.,Tissue,Rodent,Ondo,1400458,1293282,17753950,0.00017243,peridomesticated,172.43,46,59,105,Other
Picornaviridae,SEZONOWIFRR037_LIV_S77_666399,SEZONOWIFRR037_LIV_S77_666399_NODE_390_length_779_cov_5.943020,779,80,47.7,Riboviria sp.,Tissue,Rodent,Ondo,1400458,1293282,17753950,6.19E-05,peridomesticated,61.9,46,59,105,Other
Sedoreoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_199_length_1451_cov_1.912664,1451,56,99.8,Rotavirus A,Tissue,Rodent,Ondo,14395086,14013431,21548754,4.00E-06,peridomesticated,4,46,59,105,Other
Sedoreoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_263_length_1173_cov_1.752737,1173,43,99.5,Rotavirus A,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.07E-06,peridomesticated,3.07,46,59,105,Other
Sedoreoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_490_length_843_cov_1.882507,843,35,96.8,Rotavirus A,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.50E-06,peridomesticated,2.5,46,59,105,Other
Sedoreoviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_513_length_815_cov_2.084011,815,52,95,Rotavirus A,Tissue,Rodent,Ondo,14395086,14013431,21548754,3.71E-06,peridomesticated,3.71,46,59,105,Other
Picornaviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_7_length_8029_cov_22.587022,8029,4760,90,Sicinivirus sp.,Tissue,Rodent,Ondo,14046732,13502943,35459252,0.000352516,peridomesticated,352.516,46,59,105,Other
Picornaviridae,OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_261_length_1034_cov_23.876698,1034,872,91.7,Sicinivirus sp.,Tissue,Rodent,Ondo,14046732,13502943,35459252,6.46E-05,peridomesticated,64.6,46,59,105,Other
Adintoviridae,OD_ZAD_AGR008_LUNG_S53_673493,OD_ZAD_AGR008_LUNG_S53_673493_NODE_126_length_1955_cov_1.763046,1955,109,68.5,Terrapene box turtle adintovirus,Tissue,Rodent,Ondo,3668330,3097903,23271160,3.52E-05,peridomesticated,35.2,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_332_length_1036_cov_3.588113,1036,82,99.1,teschovirus A2,Tissue,Rodent,Ondo,14395086,14013431,21548754,5.85E-06,peridomesticated,5.85,46,59,105,Other
Picornaviridae,OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_50_length_2376_cov_5.098304,2376,281,98.8,teschovirus A9,Tissue,Rodent,Ondo,14395086,14013431,21548754,2.01E-05,peridomesticated,20.1,46,59,105,Other
Anelloviridae,SEZONOWIFRR034_LIV_S74_1_666404,SEZONOWIFRR034_LIV_S74_1_666404_NODE_383_length_507_cov_1.739535,507,11,40.4,Torque teno calomys tener virus,Tissue,Rodent,Ondo,333384,311485,47532220,3.53E-05,peridomesticated,35.3,46,59,105,Other
Picornaviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_58_length_1637_cov_2.080128,1637,78,67.4,Ageratum virus 2,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.000115306,domesticated,115.306,7,4,11,Herbivore
Picornaviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_131_length_981_cov_1.824115,981,54,81.1,Ageratum virus 2,Non-tissue,Sheep,Ondo,1036668,676458,1631548,7.98E-05,domesticated,79.8,7,4,11,Herbivore
Picornaviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_234_length_657_cov_0.922414,657,8,48.4,Ageratum virus 2,Non-tissue,Sheep,Ondo,1036668,676458,1631548,1.18E-05,domesticated,11.8,7,4,11,Herbivore
Picornaviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_254_length_616_cov_2.371058,616,31,83.9,Ageratum virus 2,Non-tissue,Sheep,Ondo,1036668,676458,1631548,4.58E-05,domesticated,45.8,7,4,11,Herbivore
Picornaviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_286_length_575_cov_2.686747,575,26,79.4,Ageratum virus 2,Non-tissue,Sheep,Ondo,1036668,676458,1631548,3.84E-05,domesticated,38.4,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_35_length_2020_cov_15.040659,2020,704,94.9,Antelope torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.001040715,domesticated,1040.715,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_120_length_1057_cov_5.748980,1057,147,91.6,Antelope torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.000217308,domesticated,217.308,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_191_length_779_cov_9.168091,779,170,95.7,Antelope torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.000251309,domesticated,251.309,7,4,11,Herbivore
Spinareoviridae,AIMUZSHEEP001_S52_656081,AIMUZSHEEP001_S52_656081_NODE_487_length_518_cov_1.213152,518,16,95.6,Avian orthoreovirus,Non-tissue,Sheep,Ebonyi,17427388,16739093,39156962,9.56E-07,domesticated,0.956,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_96_length_1754_cov_1.973763,1754,56,97.5,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,4.02E-06,domesticated,4.02,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_103_length_1694_cov_1.507112,1694,37,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_128_length_1553_cov_1.887534,1553,50,99.8,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,3.59E-06,domesticated,3.59,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_186_length_1241_cov_1.909794,1241,50,96.6,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,3.59E-06,domesticated,3.59,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_210_length_1158_cov_1.340426,1158,37,98.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.66E-06,domesticated,2.66,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_267_length_1029_cov_1.921218,1029,33,100,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,2.37E-06,domesticated,2.37,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_347_length_901_cov_2.183252,901,26,99.7,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.87E-06,domesticated,1.87,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_618_length_680_cov_1.663350,680,18,99.1,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_921_length_585_cov_1.614173,585,13,95.5,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,9.33E-07,domesticated,0.933,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_951_length_577_cov_1.640000,577,12,93.9,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,8.61E-07,domesticated,0.861,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1050_length_558_cov_2.249480,558,18,100,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1050_length_558_cov_2.249480,558,18,100,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,1.29E-06,domesticated,1.29,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Coronaviridae,SEZONOWIFSHEEP001_S33_656082,SEZONOWIFSHEEP001_S33_656082_NODE_1380_length_503_cov_1.042254,503,8,98.2,Betacoronavirus ,Non-tissue,Sheep,Ondo,14347500,13931235,38286802,5.74E-07,domesticated,0.574,7,4,11,Herbivore
Orthoherpesviridae,AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_395_length_622_cov_2.911927,622,26,92.3,Bovine gammaherpesvirus 6,Non-tissue,Sheep,Ebonyi,5069276,4503930,37686580,5.77E-06,domesticated,5.77,7,4,11,Herbivore
Orthoherpesviridae,AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_446_length_591_cov_1.529183,591,14,90.9,Bovine gammaherpesvirus 6,Non-tissue,Sheep,Ebonyi,5069276,4503930,37686580,3.11E-06,domesticated,3.11,7,4,11,Herbivore
Orthoherpesviridae,AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_585_length_522_cov_1.550562,522,17,93.2,Bovine gammaherpesvirus 6,Non-tissue,Sheep,Ebonyi,5069276,4503930,37686580,3.77E-06,domesticated,3.77,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_108_length_1619_cov_14.723735,1619,441,82.6,Bovine picobirnavirus,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,2.56E-05,domesticated,25.6,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_148_length_1354_cov_4.140172,1354,104,84.8,Bovine picobirnavirus,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,6.03E-06,domesticated,6.03,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_167_length_840_cov_2.861075,840,46,90.7,Breda virus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,6.80E-05,domesticated,68,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_206_length_728_cov_3.792627,728,55,93.6,Breda virus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,8.13E-05,domesticated,81.3,7,4,11,Herbivore
Parvoviridae,AIAMA_SHP006_OS_S48_673466,AIAMA_SHP006_OS_S48_673466_NODE_782_length_511_cov_1.907834,511,16,81.4,Canine parvovirus,Non-tissue,Sheep,Ebonyi,820766,726942,38511882,2.20E-05,domesticated,22,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFSHEEP002_S31_656083,SEZONOWIFSHEEP002_S31_656083_NODE_223_length_855_cov_1.685090,855,27,89,Dromedary picobirnavirus,Non-tissue,Sheep,Ondo,13742984,13187447,31978486,2.05E-06,domesticated,2.05,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFSHEEP002_S31_656083,SEZONOWIFSHEEP002_S31_656083_NODE_356_length_684_cov_4.723229,684,58,89.4,Genet fecal picobirnavirus,Non-tissue,Sheep,Ondo,13742984,13187447,31978486,4.40E-06,domesticated,4.4,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_1_length_14384_cov_11.583211,14384,4503,98.8,Goat torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.006656733,domesticated,6656.733,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_19_length_2453_cov_4.776936,2453,315,95.9,Goat torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.000465661,domesticated,465.661,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_49_length_1766_cov_3.486086,1766,176,92.1,Goat torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,0.000260179,domesticated,260.179,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_192_length_777_cov_3.447143,777,44,91.7,Goat torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,6.50E-05,domesticated,65,7,4,11,Herbivore
Tobaniviridae,SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_360_length_501_cov_3.511792,501,42,95.2,Goat torovirus,Non-tissue,Sheep,Ondo,1036668,676458,1631548,6.21E-05,domesticated,62.1,7,4,11,Herbivore
Picornaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_648_length_558_cov_2.744283,558,23,32.2,Hubei picobirna-like virus 4,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,1.33E-06,domesticated,1.33,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_90_length_1794_cov_9.231217,1794,293,35.2,Lysoka picobirna-like virus,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,1.70E-05,domesticated,17,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_18_length_2849_cov_12.518038,2849,669,29.7,Marmot picobirnavirus,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,3.88E-05,domesticated,38.8,7,4,11,Herbivore
Picobirnaviridae,SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_21_length_2803_cov_3.272927,2803,154,24,Marmot picobirnavirus,Non-tissue,Sheep,Ondo,17897898,17243451,27530646,8.93E-06,domesticated,8.93,7,4,11,Herbivore
Orthoherpesviridae,AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_58_length_1874_cov_2.329994,1874,86,98.9,Ovine herpesvirus 1,Non-tissue,Sheep,Ebonyi,5069276,4503930,37686580,1.91E-05,domesticated,19.1,7,4,11,Herbivore
Picobirnaviridae,AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_169_length_1041_cov_1.121369,1041,19,76.4,Picobirnavirus sp.,Non-tissue,Sheep,Ebonyi,5069276,4503930,37686580,4.22E-06,domesticated,4.22,7,4,11,Herbivore
Picobirnaviridae,AIAMASHEEP001_S53_656078,AIAMASHEEP001_S53_656078_NODE_898_length_579_cov_2.541833,579,24,69.7,Picobirnavirus sp.,Non-tissue,Sheep,Ebonyi,14322602,13882836,30089692,1.73E-06,domesticated,1.73,7,4,11,Herbivore
